来源,序号/名称,标题/名称,提取餐厅/地点名,Google Maps查询URL,Google查询词,Google候选名,Google候选详情,Google纬度,Google经度,Google页面文件,Google搜索状态,是否可先作为地址候选,备注
小红书,93,塔什干 高加索菜 Южанин,Южанин,https://www.google.com/maps/search/%D0%AE%D0%B6%D0%B0%D0%BD%D0%B8%D0%BD%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan Южанин Южанин Южанин,# Google 地图,订座 [23] | familygarden.su [23] | 菜单 [24] | familygarden.su [24],41.2915523,69.2837310,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/30_seq93_高加索菜_.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,108,塔什干 法餐Paul,Paul,https://www.google.com/maps/search/Paul%20Tashkent%20Uzbekistan%20restaurant,Paul Tashkent Uzbekistan,# Google 地图,,41.3233578,69.2827470,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/33_seq108_塔什干_法餐Paul.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,110,塔什干 Dosan美女帅哥 云集的咖啡馆,Dosan,https://www.google.com/maps/search/Dosan%20Tashkent%20Uzbekistan%20restaurant,Dosan Dosan Tashkent Uzbekistan coffee shop,# Google 地图,https://www.instagram.com/ https://www.instagram.com › cafe_dosan | Dosan | Korean Coffee Shop (@cafe_dosan) - Instagram | Opened 2nd branch! Mon–Fri : 7am-11pm. Sat & Sun : 8am-11pm no orders after 10:30pm. DM for contact ...,,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/35_seq110_Dosan美女帅哥_云集的.md,Google有文字候选无坐标,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,111,塔什干 韩餐masil 无服务费 一人食友好,Masil,https://www.google.com/maps/search/Masil%20Tashkent%20Uzbekistan%20restaurant,masil masil Tashkent Uzbekistan Korean restaurant,# Google 地图,附近的餐馆 酒店 推荐活动 酒吧 咖啡馆 外带 便利店 |  |  | ,41.2925229,69.2721224,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/36_seq111_塔什干_韩餐masil_无服务费_一人食友好.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,117,塔什干 中国人爱吃 本地人喜欢的Jumanji,Jumanji,https://www.google.com/maps/search/Jumanji%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan Jumanji,# Google 地图,,41.2957003,69.2551665,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/37_seq117_中国人爱吃.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,120,塔什干 河岸小酒馆 Khan Chapan,Khan Chapan,https://www.google.com/maps/search/Khan%20Chapan%20Tashkent%20Uzbekistan%20restaurant,Khan Chapan Khan cha Уста-Алима тупик Tashkent Uzbekistan,# Google 地图,https://www.instagram.com/ https://www.instagram.com › khan.chapan | Tashkent (@khan.chapan) - Instagram | Log in · Open app · khan.chapan's profile picture. khan.chapan. Khan Chapan | Tashkent. 47.3K followers. 5 following. Central Asian Fusion Weekdays ...,41.3397795,69.2552786,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/38_seq120_Khan_Chapan.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,122,塔什干 搞点鲜族小咸菜吃吃,Ansan,https://www.google.com/maps/search/Ansan%20Tashkent%20Uzbekistan%20restaurant,T09 sessionId vertical hasMore false stopReason end of scroll horizontal hasMore false Tashkent Uzbekistan,# Google 地图,,41.2982211,69.2385223,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/39_seq122_搞点鲜族小咸菜吃吃.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,129,塔什干 社畜下班后 吃喝玩乐路线,Bamboo Noodle House,https://www.google.com/maps/search/Bamboo%20Noodle%20House%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan,# Google 地图,,41.2982211,69.2385223,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/42_seq129_社畜下班后_吃喝玩乐路线.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,144,塔什干 miso拌饭,Miso,https://www.google.com/maps/search/Miso%20Tashkent%20Uzbekistan%20restaurant,miso miso Tashkent Uzbekistan,# Google 地图,"https://yandex.ru/ https://yandex.ru › ... › Рестораны | Miso, ресторан, ул. Хусейна Байкары, 32 ... - Яндекс | Ресторан Miso по адресу Ташкент, Бектемирский район, махаллинский сход граждан Абай, улица Хусейна Байкары, 32, метро «Куйлюк», ☎️ показать телефоны.",,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/49_seq144_miso拌饭.md,Google有文字候选无坐标,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,173,塔什干 真正的韩餐厅Headri,Headri,https://www.google.com/maps/search/Headri%20Tashkent%20Uzbekistan%20restaurant,Headri Headri Tashkent Uzbekistan Korean restaurant,# Google 地图,附近的餐馆 酒店 推荐活动 酒吧 咖啡馆 外带 便利店 |  | 图层,41.2676375,69.2321406,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/59_seq173_Headri.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,177,塔什干 韩国🇰🇷超市 Ansan,Ansan,https://www.google.com/maps/search/Ansan%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan Ansan Korean restaurant,# Google 地图,附近 | 已有 17 人报告 | ,41.2788120,69.3044058,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/60_seq177_韩国_.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,195,塔什干 沈阳饺子馆,沈阳饺子馆,https://www.google.com/maps/search/%E6%B2%88%E9%98%B3%E9%A5%BA%E5%AD%90%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Tashkent Uzbekistan,# Google 地图,,41.2982211,69.2385223,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/69_seq195_沈阳饺子馆.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,205,塔什干 希腊菜Nika🇬🇷 大衣保卫战,Nika,https://www.google.com/maps/search/Nika%20Tashkent%20Uzbekistan%20restaurant,Nika Nika Tashkent Uzbekistan,# Google 地图,Nika - Ресторан Греческой Кухни | 4.3 (196)·UZS 20-45万 | 餐馆·Botir Zokirov ko'chasi 7 | 已结束营业 · 开始营业时间：10:00·+998 90 787 00 30,41.3166056,69.2524797,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/71_seq205_希腊菜Nika_大衣保卫战.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,224,塔什干 印度菜 Raaj Kapur,Raaj Kapur,https://www.google.com/maps/search/Raaj%20Kapur%20Tashkent%20Uzbekistan%20restaurant,Raaj Kapur T09 sessionId vertical hasMore false stopReason end of scroll horizontal hasMore false Tashkent Uzbekistan,# Google 地图,,41.3105277,69.2859821,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/75_seq224_塔什干_印度菜_Raaj_Kapur.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,236,塔什干 火到等位的土耳其餐masa,Masa,https://www.google.com/maps/search/Masa%20Tashkent%20Uzbekistan%20restaurant,masa masa Tashkent Uzbekistan,# Google 地图,,41.2873147,69.2551259,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/79_seq236_火到等位的土耳其餐masa.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,238,塔什干 首尔街boost cafe吃到他们停电,Boost Cafe,https://www.google.com/maps/search/Boost%20Cafe%20Tashkent%20Uzbekistan%20restaurant,boost cafe boost cafe Tashkent Uzbekistan,# Google 地图,附近的餐馆 酒店 推荐活动 酒吧 咖啡馆 外带 便利店,,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/80_seq238_首尔街boost_cafe吃到他们停电.md,Google有文字候选无坐标,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,240,塔什干 土耳其菜味道不会出错的ramiz,Ramiz,https://www.google.com/maps/search/Ramiz%20Tashkent%20Uzbekistan%20restaurant,ramiz ramiz Tashkent Uzbekistan,# Google 地图,附近的餐馆 酒店 推荐活动 酒吧 咖啡馆 外带 便利店,41.3158780,69.2478532,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/81_seq240_土耳其菜味道不会出错的ramiz.md,Google有坐标待Yandex坐标复核,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
小红书,245,塔什干 奶茶🧋herotea,Hero Tea,https://www.google.com/maps/search/Hero%20Tea%20Tashkent%20Uzbekistan%20restaurant,herotea herotea Tashkent Uzbekistan bubble tea,# Google 地图,https://www.instagram.com/ https://www.instagram.com › herotea_uz | 您的收藏 | Hero Tea (@herotea_uz) · Tashkent - Instagram | : Xitoy oshxonasi : 11:00 - 23:00 : Sog'ligingiz uchun ta'biy choylar.,,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/82_seq245_塔什干_奶茶_herotea.md,Google有文字候选无坐标,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,湘聚缘·湘菜餐厅,湘聚缘·湘菜餐厅,湘聚缘·湘菜餐厅,https://www.google.com/maps/search/%E6%B9%98%E8%81%9A%E7%BC%98%C2%B7%E6%B9%98%E8%8F%9C%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,湘聚缘·湘菜餐厅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,漫漫重庆大碗麻辣烫,漫漫重庆大碗麻辣烫,漫漫重庆大碗麻辣烫,https://www.google.com/maps/search/%E6%BC%AB%E6%BC%AB%E9%87%8D%E5%BA%86%E5%A4%A7%E7%A2%97%E9%BA%BB%E8%BE%A3%E7%83%AB%20Tashkent%20Uzbekistan%20restaurant,漫漫重庆大碗麻辣烫 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,yusuf兰州拉面,yusuf兰州拉面,yusuf兰州拉面,https://www.google.com/maps/search/yusuf%E5%85%B0%E5%B7%9E%E6%8B%89%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,yusuf兰州拉面 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,淮扬食府中餐厅,淮扬食府中餐厅,淮扬食府中餐厅,https://www.google.com/maps/search/%E6%B7%AE%E6%89%AC%E9%A3%9F%E5%BA%9C%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,淮扬食府中餐厅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,LAGMAN HOUSE,LAGMAN HOUSE,LAGMAN HOUSE,https://www.google.com/maps/search/LAGMAN%20HOUSE%20Tashkent%20Uzbekistan%20restaurant,LAGMAN HOUSE Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,锅气火锅,锅气火锅,锅气火锅,https://www.google.com/maps/search/%E9%94%85%E6%B0%94%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,锅气火锅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,锅气小碗菜,锅气小碗菜,锅气小碗菜,https://www.google.com/maps/search/%E9%94%85%E6%B0%94%E5%B0%8F%E7%A2%97%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,锅气小碗菜 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,幸福小馆,幸福小馆,幸福小馆,https://www.google.com/maps/search/%E5%B9%B8%E7%A6%8F%E5%B0%8F%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,幸福小馆 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,重庆辣德佳火锅,重庆辣德佳火锅,重庆辣德佳火锅,https://www.google.com/maps/search/%E9%87%8D%E5%BA%86%E8%BE%A3%E5%BE%B7%E4%BD%B3%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,重庆辣德佳火锅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,闽浙海鲜餐厅,闽浙海鲜餐厅,闽浙海鲜餐厅,https://www.google.com/maps/search/%E9%97%BD%E6%B5%99%E6%B5%B7%E9%B2%9C%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,闽浙海鲜餐厅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,塔什干遇湘食府,塔什干遇湘食府,塔什干遇湘食府,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E9%81%87%E6%B9%98%E9%A3%9F%E5%BA%9C%20Tashkent%20Uzbekistan%20restaurant,塔什干遇湘食府 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,樽龍私厨,樽龍私厨,樽龍私厨,https://www.google.com/maps/search/%E6%A8%BD%E9%BE%8D%E7%A7%81%E5%8E%A8%20Tashkent%20Uzbekistan%20restaurant,樽龍私厨 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,Saray新疆餐厅,Saray新疆餐厅,Saray新疆餐厅,https://www.google.com/maps/search/Saray%E6%96%B0%E7%96%86%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Saray新疆餐厅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,一站式火锅外卖,一站式火锅外卖,一站式火锅外卖,https://www.google.com/maps/search/%E4%B8%80%E7%AB%99%E5%BC%8F%E7%81%AB%E9%94%85%E5%A4%96%E5%8D%96%20Tashkent%20Uzbekistan%20restaurant,一站式火锅外卖 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,樱花餐厅-延边烤肉店,樱花餐厅-延边烤肉店,樱花餐厅-延边烤肉店,https://www.google.com/maps/search/%E6%A8%B1%E8%8A%B1%E9%A4%90%E5%8E%85-%E5%BB%B6%E8%BE%B9%E7%83%A4%E8%82%89%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,樱花餐厅-延边烤肉店 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,渝味山庄江湖菜,渝味山庄江湖菜,渝味山庄江湖菜,https://www.google.com/maps/search/%E6%B8%9D%E5%91%B3%E5%B1%B1%E5%BA%84%E6%B1%9F%E6%B9%96%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,渝味山庄江湖菜 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,重庆小面,重庆小面,重庆小面,https://www.google.com/maps/search/%E9%87%8D%E5%BA%86%E5%B0%8F%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,重庆小面 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,华人餐厅,华人餐厅,华人餐厅,https://www.google.com/maps/search/%E5%8D%8E%E4%BA%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,华人餐厅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,疆来清真餐厅,疆来清真餐厅,疆来清真餐厅,https://www.google.com/maps/search/%E7%96%86%E6%9D%A5%E6%B8%85%E7%9C%9F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,疆来清真餐厅 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,中国饭店,中国饭店,中国饭店,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,中国饭店 Tashkent Uzbekistan restaurant,,,,,,待打开Google Maps,否,
微信餐厅,sakura樱花烤肉自助餐厅,sakura樱花烤肉自助餐厅,sakura樱花烤肉自助餐厅,https://www.google.com/maps/search/sakura%E6%A8%B1%E8%8A%B1%E7%83%A4%E8%82%89%E8%87%AA%E5%8A%A9%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Sakura barbecue buffet restaurant Uzbekistan,,有Google结果坐标但未解析到可读候选名称,41.2753514,69.2633190,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/02_sakura樱花烤肉自助餐厅.md,Google候选需核名,否,Google有坐标但缺候选名，需打开详情页确认
微信餐厅,乌鲁木齐餐厅,乌鲁木齐餐厅,乌鲁木齐餐厅,https://www.google.com/maps/search/%E4%B9%8C%E9%B2%81%E6%9C%A8%E9%BD%90%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Urumqi restaurant Uzbekistan,# Google 地图, | ,41.2240253,69.2220902,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/09_乌鲁木齐餐厅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,Avenue中国串串,Avenue中国串串,Avenue中国串串,https://www.google.com/maps/search/Avenue%E4%B8%AD%E5%9B%BD%E4%B8%B2%E4%B8%B2%20Tashkent%20Uzbekistan%20restaurant,Avenue Chinese skewers hot pot Uzbekistan,# Google 地图,,41.2943981,69.2692203,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/10_Avenue中国串串.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,塔什干《忆湖湘》湘菜馆,塔什干《忆湖湘》湘菜馆,塔什干《忆湖湘》湘菜馆,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E3%80%8A%E5%BF%86%E6%B9%96%E6%B9%98%E3%80%8B%E6%B9%98%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Yihuxiang Hunan restaurant Tashkent,# Google 地图,Google结果数据含坐标；需按候选名称/地址核对是否对应原餐厅,41.2946032,69.2604407,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/12_塔什干_忆湖湘_湘菜馆.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,塔什干川蓉燚中餐厅,塔什干川蓉燚中餐厅,塔什干川蓉燚中餐厅,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E5%B7%9D%E8%93%89%E7%87%9A%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Chuanrongyi Chinese restaurant Tashkent,China chuan chuan,3.9 (26) | 火锅·Mirobod ko'chasi 9а | 堂食·外带,,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/13_塔什干川蓉燚中餐厅.md,未确认,否,Google有文字候选但未解析坐标，需打开详情页确认
微信餐厅,中国四千年喇家拉面,中国四千年喇家拉面,中国四千年喇家拉面,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E5%9B%9B%E5%8D%83%E5%B9%B4%E5%96%87%E5%AE%B6%E6%8B%89%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,Chinese 4000 years Lajia noodles Uzbekistan,# Google 地图, | ,41.2714758,69.2088116,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/14_中国四千年喇家拉面.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,福建餐厅,福建餐厅,福建餐厅,https://www.google.com/maps/search/%E7%A6%8F%E5%BB%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Fujian Kitchen Chinese restaurant Uzbekistan,# Google 地图,天津饭店 | 4.0 (144)·UZS 10-35万 | 中国风味·Амир Темур шоҳ кўчаси,41.2964129,69.2859493,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/15_福建餐厅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
